SL,project_name,migration_direction,prompt_mode,model_name,cosine_similarity,crystal_bleu
1023,tdebatty_java-string-similarity,gha_to_travis,zero-shot,gpt-4o,0.590624,0.260525
1024,tdebatty_java-string-similarity,gha_to_travis,zero-shot,mistral_7b,0.316228,0.072988
1025,ical4j_ical4j-connector,travis_to_gha,zero-shot,gemma3_12b,0.488116,0.128221
1026,ical4j_ical4j-connector,travis_to_gha,zero-shot,llama3_1_8b,0.464596,0.151888
1027,ical4j_ical4j-connector,travis_to_gha,zero-shot,gpt-4o,0.507421,0.112318
1028,ical4j_ical4j-connector,travis_to_gha,zero-shot,mistral_7b,0.529961,0.120241
1029,ical4j_ical4j-connector,gha_to_travis,zero-shot,gemma3_12b,0.164523,0.039639
1030,ical4j_ical4j-connector,gha_to_travis,zero-shot,llama3_1_8b,0.1786,0.004288
1031,ical4j_ical4j-connector,gha_to_travis,zero-shot,gpt-4o,0.185435,0.0178
1032,ical4j_ical4j-connector,gha_to_travis,zero-shot,mistral_7b,0.072548,0.033763
1033,FasterXML_jackson-jr,travis_to_gha,zero-shot,gemma3_12b,0.555117,0.135833
1034,FasterXML_jackson-jr,travis_to_gha,zero-shot,llama3_1_8b,0.40942,0.15268
1035,FasterXML_jackson-jr,travis_to_gha,zero-shot,gpt-4o,0.575429,0.122007
1036,FasterXML_jackson-jr,travis_to_gha,zero-shot,mistral_7b,0.64458,0.35307
1037,FasterXML_jackson-jr,gha_to_travis,zero-shot,gemma3_12b,0.265694,0.044971
1038,FasterXML_jackson-jr,gha_to_travis,zero-shot,llama3_1_8b,0.289619,0.059386
1039,FasterXML_jackson-jr,gha_to_travis,zero-shot,gpt-4o,0.278115,0.053033
1040,FasterXML_jackson-jr,gha_to_travis,zero-shot,mistral_7b,0.239046,0.039409
1041,ipregistry_ipregistry-java,travis_to_gha,zero-shot,gemma3_12b,0.625583,0.298287
1042,ipregistry_ipregistry-java,travis_to_gha,zero-shot,llama3_1_8b,0.562587,0.211872
1043,ipregistry_ipregistry-java,travis_to_gha,zero-shot,gpt-4o,0.637415,0.3161
1044,ipregistry_ipregistry-java,travis_to_gha,zero-shot,mistral_7b,0.606393,0.317813
1045,ipregistry_ipregistry-java,gha_to_travis,zero-shot,gemma3_12b,0.118196,0.086112
1046,ipregistry_ipregistry-java,gha_to_travis,zero-shot,llama3_1_8b,0.143756,0.084116
1047,ipregistry_ipregistry-java,gha_to_travis,zero-shot,gpt-4o,0.165869,0.030308
1048,ipregistry_ipregistry-java,gha_to_travis,zero-shot,mistral_7b,0.11715,0.094333
1049,cdk_cdk,travis_to_gha,zero-shot,gemma3_12b,0.602119,0.435252
1050,cdk_cdk,travis_to_gha,zero-shot,llama3_1_8b,0.626962,0.39258
1051,cdk_cdk,travis_to_gha,zero-shot,gpt-4o,0.630065,0.358546
1052,cdk_cdk,travis_to_gha,zero-shot,mistral_7b,0.554454,0.248128
1053,cdk_cdk,gha_to_travis,zero-shot,gemma3_12b,0.707107,0.439298
1054,cdk_cdk,gha_to_travis,zero-shot,llama3_1_8b,0.368932,0.132405
1055,cdk_cdk,gha_to_travis,zero-shot,gpt-4o,0.566947,0.157135
1056,cdk_cdk,gha_to_travis,zero-shot,mistral_7b,0.29802,0.044405
1057,anand1st_sshd-shell-spring-boot,travis_to_gha,zero-shot,gemma3_12b,0.57491,0.342957
1058,anand1st_sshd-shell-spring-boot,travis_to_gha,zero-shot,llama3_1_8b,0.678762,0.455773
1059,anand1st_sshd-shell-spring-boot,travis_to_gha,zero-shot,gpt-4o,0.637371,0.374034
1060,anand1st_sshd-shell-spring-boot,travis_to_gha,zero-shot,mistral_7b,0.618752,0.246418
1061,anand1st_sshd-shell-spring-boot,gha_to_travis,zero-shot,gemma3_12b,0.327761,0.069491
1062,anand1st_sshd-shell-spring-boot,gha_to_travis,zero-shot,llama3_1_8b,0.264198,0.073788
1063,anand1st_sshd-shell-spring-boot,gha_to_travis,zero-shot,gpt-4o,0.342368,0.090749
1064,anand1st_sshd-shell-spring-boot,gha_to_travis,zero-shot,mistral_7b,0.259691,0.046193
1065,miho_VTCC,travis_to_gha,zero-shot,gemma3_12b,0.60785,0.397705
1066,miho_VTCC,travis_to_gha,zero-shot,llama3_1_8b,0.632249,0.356937
1067,miho_VTCC,travis_to_gha,zero-shot,gpt-4o,0.610558,0.385259
1068,miho_VTCC,travis_to_gha,zero-shot,mistral_7b,0.532981,0.303073
1069,miho_VTCC,gha_to_travis,zero-shot,gemma3_12b,0.485424,0.239046
1070,miho_VTCC,gha_to_travis,zero-shot,llama3_1_8b,0.368782,0.099059
1071,miho_VTCC,gha_to_travis,zero-shot,gpt-4o,0.427241,0.103142
1072,miho_VTCC,gha_to_travis,zero-shot,mistral_7b,0.317543,0.064868
1073,fiji_VIB-lib,travis_to_gha,zero-shot,gemma3_12b,0.618255,0.384561
1074,fiji_VIB-lib,travis_to_gha,zero-shot,llama3_1_8b,0.655389,0.323875
1075,fiji_VIB-lib,travis_to_gha,zero-shot,gpt-4o,0.752024,0.377964
1076,fiji_VIB-lib,travis_to_gha,zero-shot,mistral_7b,0.633833,0.213335
1077,fiji_VIB-lib,gha_to_travis,zero-shot,gemma3_12b,0.311925,0.125518
1078,fiji_VIB-lib,gha_to_travis,zero-shot,llama3_1_8b,0.298142,0.098273
1079,fiji_VIB-lib,gha_to_travis,zero-shot,gpt-4o,0.362738,0.121843
1080,fiji_VIB-lib,gha_to_travis,zero-shot,mistral_7b,0.099381,0.057639
1081,heremaps_here-aaa-java-sdk,travis_to_gha,zero-shot,gemma3_12b,0.627089,0.32914
1082,heremaps_here-aaa-java-sdk,travis_to_gha,zero-shot,llama3_1_8b,0.712008,0.361486
1083,heremaps_here-aaa-java-sdk,travis_to_gha,zero-shot,gpt-4o,0.696931,0.444588
1084,heremaps_here-aaa-java-sdk,travis_to_gha,zero-shot,mistral_7b,0.657916,0.396966
1085,heremaps_here-aaa-java-sdk,gha_to_travis,zero-shot,gemma3_12b,0.369857,0.241473
1086,heremaps_here-aaa-java-sdk,gha_to_travis,zero-shot,llama3_1_8b,0.526397,0.066459
1087,heremaps_here-aaa-java-sdk,gha_to_travis,zero-shot,gpt-4o,0.720193,0.261009
1088,heremaps_here-aaa-java-sdk,gha_to_travis,zero-shot,mistral_7b,0.46047,0.269514
1089,jboss_tyr,travis_to_gha,zero-shot,gemma3_12b,0.629512,0.393196
1090,jboss_tyr,travis_to_gha,zero-shot,llama3_1_8b,0.67371,0.325685
1091,jboss_tyr,travis_to_gha,zero-shot,gpt-4o,0.723532,0.451054
1092,jboss_tyr,travis_to_gha,zero-shot,mistral_7b,0.701964,0.408112
1093,jboss_tyr,gha_to_travis,zero-shot,gemma3_12b,0.514496,0.297922
1094,jboss_tyr,gha_to_travis,zero-shot,llama3_1_8b,0.286039,0.065302
1095,jboss_tyr,gha_to_travis,zero-shot,gpt-4o,0.527645,0.244949
1096,jboss_tyr,gha_to_travis,zero-shot,mistral_7b,0.374634,0.07152
1097,justdave_MCStatus,travis_to_gha,zero-shot,gemma3_12b,0.442579,0.159884
1098,justdave_MCStatus,travis_to_gha,zero-shot,llama3_1_8b,0.575875,0.234799
1099,justdave_MCStatus,travis_to_gha,zero-shot,gpt-4o,0.645134,0.228525
1100,justdave_MCStatus,travis_to_gha,zero-shot,mistral_7b,0.397443,0.178699
1101,justdave_MCStatus,gha_to_travis,zero-shot,gemma3_12b,0.352941,0.046879
1102,justdave_MCStatus,gha_to_travis,zero-shot,llama3_1_8b,0.203677,0.074067
1103,justdave_MCStatus,gha_to_travis,zero-shot,gpt-4o,0.350329,0.11087
1104,justdave_MCStatus,gha_to_travis,zero-shot,mistral_7b,0.210042,0.090582
1105,jbee_silk,travis_to_gha,zero-shot,gemma3_12b,0.598989,0.325252
1106,jbee_silk,travis_to_gha,zero-shot,llama3_1_8b,0.715199,0.370153
1107,jbee_silk,travis_to_gha,zero-shot,gpt-4o,0.623254,0.351304
1108,jbee_silk,travis_to_gha,zero-shot,mistral_7b,0.588069,0.282157
1109,jbee_silk,gha_to_travis,zero-shot,gemma3_12b,0.148968,0.032275
1110,jbee_silk,gha_to_travis,zero-shot,llama3_1_8b,0.170941,0.031492
1111,jbee_silk,gha_to_travis,zero-shot,gpt-4o,0.134568,0.052342
1112,jbee_silk,gha_to_travis,zero-shot,mistral_7b,0.060523,0.013731
1113,Ericsson_ecchronos,travis_to_gha,zero-shot,gemma3_12b,0.669605,0.606606
1114,Ericsson_ecchronos,travis_to_gha,zero-shot,llama3_1_8b,0.708198,0.2635
1115,Ericsson_ecchronos,travis_to_gha,zero-shot,gpt-4o,0.674925,0.57812
1116,Ericsson_ecchronos,travis_to_gha,zero-shot,mistral_7b,0.461049,0.298108
1117,Ericsson_ecchronos,gha_to_travis,zero-shot,gemma3_12b,0.650551,0.601174
1118,Ericsson_ecchronos,gha_to_travis,zero-shot,llama3_1_8b,0.718286,0.740591
1119,Ericsson_ecchronos,gha_to_travis,zero-shot,gpt-4o,0.538619,0.500485
1120,Ericsson_ecchronos,gha_to_travis,zero-shot,mistral_7b,0.728088,0.651551
1121,akka_alpakka-samples,travis_to_gha,zero-shot,gemma3_12b,0.655826,0.139633
1122,akka_alpakka-samples,travis_to_gha,zero-shot,llama3_1_8b,0.633761,0.326041
1123,akka_alpakka-samples,travis_to_gha,zero-shot,gpt-4o,0.658398,0.284925
1124,akka_alpakka-samples,travis_to_gha,zero-shot,mistral_7b,0.608583,0.228218
1125,akka_alpakka-samples,gha_to_travis,zero-shot,gemma3_12b,0.180865,0.076211
1126,akka_alpakka-samples,gha_to_travis,zero-shot,llama3_1_8b,0.151041,0.050621
1127,akka_alpakka-samples,gha_to_travis,zero-shot,gpt-4o,0.315889,0.050827
1128,akka_alpakka-samples,gha_to_travis,zero-shot,mistral_7b,0.12077,0.080552
1129,apache_dubbo-spi-extensions,travis_to_gha,zero-shot,gemma3_12b,0.66468,0.100552
1130,apache_dubbo-spi-extensions,travis_to_gha,zero-shot,llama3_1_8b,0.706674,0.118421
1131,apache_dubbo-spi-extensions,travis_to_gha,zero-shot,gpt-4o,0.728754,0.159611
1132,apache_dubbo-spi-extensions,travis_to_gha,zero-shot,mistral_7b,0.67673,0.22199
1133,apache_dubbo-spi-extensions,gha_to_travis,zero-shot,gemma3_12b,0.275269,0.108618
1134,apache_dubbo-spi-extensions,gha_to_travis,zero-shot,llama3_1_8b,0.259054,0.082332
1135,apache_dubbo-spi-extensions,gha_to_travis,zero-shot,gpt-4o,0.314279,0.158582
1136,apache_dubbo-spi-extensions,gha_to_travis,zero-shot,mistral_7b,0.353381,0.135591
1137,ANierbeck_Karaf-Vertx,travis_to_gha,zero-shot,gemma3_12b,0.607303,0.273318
1138,ANierbeck_Karaf-Vertx,travis_to_gha,zero-shot,llama3_1_8b,0.576639,0.258761
1139,ANierbeck_Karaf-Vertx,travis_to_gha,zero-shot,gpt-4o,0.601783,0.264666
1140,ANierbeck_Karaf-Vertx,travis_to_gha,zero-shot,mistral_7b,0.648074,0.306682
1141,ANierbeck_Karaf-Vertx,gha_to_travis,zero-shot,gemma3_12b,0.419961,0.147354
1142,ANierbeck_Karaf-Vertx,gha_to_travis,zero-shot,llama3_1_8b,0.279543,0.07144
1143,ANierbeck_Karaf-Vertx,gha_to_travis,zero-shot,gpt-4o,0.288675,0.112987
1144,ANierbeck_Karaf-Vertx,gha_to_travis,zero-shot,mistral_7b,0.392792,0.079333
1145,reaktivity_nukleus-maven-plugin,travis_to_gha,zero-shot,gemma3_12b,0.742148,0.435878
1146,reaktivity_nukleus-maven-plugin,travis_to_gha,zero-shot,llama3_1_8b,0.688214,0.480384
1147,reaktivity_nukleus-maven-plugin,travis_to_gha,zero-shot,gpt-4o,0.755966,0.622011
1148,reaktivity_nukleus-maven-plugin,travis_to_gha,zero-shot,mistral_7b,0.688297,0.473472
1149,reaktivity_nukleus-maven-plugin,gha_to_travis,zero-shot,gemma3_12b,0.29347,0.053954
1150,reaktivity_nukleus-maven-plugin,gha_to_travis,zero-shot,llama3_1_8b,0.24166,0.102869
1151,reaktivity_nukleus-maven-plugin,gha_to_travis,zero-shot,gpt-4o,0.559769,0.282038
1152,reaktivity_nukleus-maven-plugin,gha_to_travis,zero-shot,mistral_7b,0.301625,0.094981
1153,utarwyn_SuperJukebox,travis_to_gha,zero-shot,gemma3_12b,0.687137,0.400846
1154,utarwyn_SuperJukebox,travis_to_gha,zero-shot,llama3_1_8b,0.62875,0.340594
1155,utarwyn_SuperJukebox,travis_to_gha,zero-shot,gpt-4o,0.663312,0.404969
1156,utarwyn_SuperJukebox,travis_to_gha,zero-shot,mistral_7b,0.724167,0.29294
1157,utarwyn_SuperJukebox,gha_to_travis,zero-shot,gemma3_12b,0.190047,0.136083
1158,utarwyn_SuperJukebox,gha_to_travis,zero-shot,llama3_1_8b,0.172219,0.174881
1159,utarwyn_SuperJukebox,gha_to_travis,zero-shot,gpt-4o,0.271303,0.190152
1160,utarwyn_SuperJukebox,gha_to_travis,zero-shot,mistral_7b,0.213029,0.092998
1161,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,gemma3_12b,0.577616,0.228885
1162,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,llama3_1_8b,0.672246,0.259129
1163,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,gpt-4o,0.457571,0.203319
1164,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,mistral_7b,0.639306,0.209556
1165,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,gemma3_12b,0.489898,0.123059
1166,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,llama3_1_8b,0.406378,0.175426
1167,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,gpt-4o,0.558801,0.189972
1168,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,mistral_7b,0.33282,0.167461
1169,kaklakariada_portmapper,travis_to_gha,zero-shot,gemma3_12b,0.525516,0.184257
1170,kaklakariada_portmapper,travis_to_gha,zero-shot,llama3_1_8b,0.55824,0.151025
1171,kaklakariada_portmapper,travis_to_gha,zero-shot,gpt-4o,0.588849,0.225589
1172,kaklakariada_portmapper,travis_to_gha,zero-shot,mistral_7b,0.583637,0.22018
1173,kaklakariada_portmapper,gha_to_travis,zero-shot,gemma3_12b,0.248465,0.096373
1174,kaklakariada_portmapper,gha_to_travis,zero-shot,llama3_1_8b,0.352332,0.119497
1175,kaklakariada_portmapper,gha_to_travis,zero-shot,gpt-4o,0.334719,0.125506
1176,kaklakariada_portmapper,gha_to_travis,zero-shot,mistral_7b,0.265234,0.121028
1177,SAP_hybris-commerce-eclipse-plugin,travis_to_gha,zero-shot,gemma3_12b,0.617213,0.41827
1178,SAP_hybris-commerce-eclipse-plugin,travis_to_gha,zero-shot,llama3_1_8b,0.626783,0.343214
1179,SAP_hybris-commerce-eclipse-plugin,travis_to_gha,zero-shot,gpt-4o,0.751019,0.398367
1180,SAP_hybris-commerce-eclipse-plugin,travis_to_gha,zero-shot,mistral_7b,0.605102,0.237619
1181,SAP_hybris-commerce-eclipse-plugin,gha_to_travis,zero-shot,gemma3_12b,0.32602,0.063815
1182,SAP_hybris-commerce-eclipse-plugin,gha_to_travis,zero-shot,llama3_1_8b,0.170996,0.052889
1183,SAP_hybris-commerce-eclipse-plugin,gha_to_travis,zero-shot,gpt-4o,0.210819,0.054554
1184,SAP_hybris-commerce-eclipse-plugin,gha_to_travis,zero-shot,mistral_7b,0.211525,0.047246
1185,nutzam_nutzboot,travis_to_gha,zero-shot,gemma3_12b,0.536774,0.318241
1186,nutzam_nutzboot,travis_to_gha,zero-shot,llama3_1_8b,0.505772,0.326763
1187,nutzam_nutzboot,travis_to_gha,zero-shot,gpt-4o,0.536875,0.344292
1188,nutzam_nutzboot,travis_to_gha,zero-shot,mistral_7b,0.561833,0.301205
1189,nutzam_nutzboot,gha_to_travis,zero-shot,gemma3_12b,0.386244,0.183942
1190,nutzam_nutzboot,gha_to_travis,zero-shot,llama3_1_8b,0.406449,0.173181
1191,nutzam_nutzboot,gha_to_travis,zero-shot,gpt-4o,0.402911,0.202359
1192,nutzam_nutzboot,gha_to_travis,zero-shot,mistral_7b,0.209946,0.155592
1193,jeremylong_DependencyCheck,travis_to_gha,zero-shot,gemma3_12b,0.61057,0.129125
1194,jeremylong_DependencyCheck,travis_to_gha,zero-shot,llama3_1_8b,0.704597,0.12179
1195,jeremylong_DependencyCheck,travis_to_gha,zero-shot,gpt-4o,0.61787,0.15295
1196,jeremylong_DependencyCheck,travis_to_gha,zero-shot,mistral_7b,0.706108,0.14502
1197,jeremylong_DependencyCheck,gha_to_travis,zero-shot,gemma3_12b,0.125061,0.046222
1198,jeremylong_DependencyCheck,gha_to_travis,zero-shot,llama3_1_8b,0.34703,0.093406
1199,jeremylong_DependencyCheck,gha_to_travis,zero-shot,gpt-4o,0.157767,0.089178
1200,jeremylong_DependencyCheck,gha_to_travis,zero-shot,mistral_7b,0.172246,0.063482
1201,opencadc_vos,travis_to_gha,zero-shot,gemma3_12b,0.538356,0.297783
1202,opencadc_vos,travis_to_gha,zero-shot,llama3_1_8b,0.598877,0.364491
1203,opencadc_vos,travis_to_gha,zero-shot,gpt-4o,0.557218,0.330065
1204,opencadc_vos,travis_to_gha,zero-shot,mistral_7b,0.574243,0.340813
1205,opencadc_vos,gha_to_travis,zero-shot,gemma3_12b,0.382163,0.087209
1206,opencadc_vos,gha_to_travis,zero-shot,llama3_1_8b,0.430616,0.14535
1207,opencadc_vos,gha_to_travis,zero-shot,gpt-4o,0.393668,0.100956
1208,opencadc_vos,gha_to_travis,zero-shot,mistral_7b,0.225374,0.120561
1209,airbnb_AirMapView,travis_to_gha,zero-shot,gemma3_12b,0.448281,0.113776
1210,airbnb_AirMapView,travis_to_gha,zero-shot,llama3_1_8b,0.433224,0.160641
1211,airbnb_AirMapView,travis_to_gha,zero-shot,gpt-4o,0.493948,0.113666
1212,airbnb_AirMapView,travis_to_gha,zero-shot,mistral_7b,0.277218,0.050163
1213,airbnb_AirMapView,gha_to_travis,zero-shot,gemma3_12b,0.276026,0.098721
1214,airbnb_AirMapView,gha_to_travis,zero-shot,llama3_1_8b,0.190347,0.04361
1215,airbnb_AirMapView,gha_to_travis,zero-shot,gpt-4o,0.215166,0.052187
1216,airbnb_AirMapView,gha_to_travis,zero-shot,mistral_7b,0.203419,0.049893
1217,ron190_jsql-injection,travis_to_gha,zero-shot,gemma3_12b,0.916483,0.75033
1218,ron190_jsql-injection,travis_to_gha,zero-shot,llama3_1_8b,0.698993,0.572033
1219,ron190_jsql-injection,travis_to_gha,zero-shot,gpt-4o,0.89978,0.756397
1220,ron190_jsql-injection,travis_to_gha,zero-shot,mistral_7b,0.917164,0.715347
1221,ron190_jsql-injection,gha_to_travis,zero-shot,gemma3_12b,0.912027,0.599582
1222,ron190_jsql-injection,gha_to_travis,zero-shot,llama3_1_8b,0.277675,0.292514
1223,ron190_jsql-injection,gha_to_travis,zero-shot,gpt-4o,0.916389,0.721316
1224,ron190_jsql-injection,gha_to_travis,zero-shot,mistral_7b,0.924627,0.523887
1225,vlingo_xoom-turbo,travis_to_gha,zero-shot,gemma3_12b,0.708196,0.345298
1226,vlingo_xoom-turbo,travis_to_gha,zero-shot,llama3_1_8b,0.720285,0.275936
1227,vlingo_xoom-turbo,travis_to_gha,zero-shot,gpt-4o,0.749728,0.352943
1228,vlingo_xoom-turbo,travis_to_gha,zero-shot,mistral_7b,0.675654,0.283204
1229,vlingo_xoom-turbo,gha_to_travis,zero-shot,gemma3_12b,0.345067,0.132842
1230,vlingo_xoom-turbo,gha_to_travis,zero-shot,llama3_1_8b,0.307409,0.123082
1231,vlingo_xoom-turbo,gha_to_travis,zero-shot,gpt-4o,0.377,0.187706
1232,vlingo_xoom-turbo,gha_to_travis,zero-shot,mistral_7b,0.244257,0.082271
1233,NetLogo_Matrix-Extension,travis_to_gha,zero-shot,gemma3_12b,0.564648,0.194616
1234,NetLogo_Matrix-Extension,travis_to_gha,zero-shot,llama3_1_8b,0.639863,0.438178
1235,NetLogo_Matrix-Extension,travis_to_gha,zero-shot,gpt-4o,0.410665,0.120386
1236,NetLogo_Matrix-Extension,travis_to_gha,zero-shot,mistral_7b,0.485071,0.252559
1237,NetLogo_Matrix-Extension,gha_to_travis,zero-shot,gemma3_12b,0.552607,0.17145
1238,NetLogo_Matrix-Extension,gha_to_travis,zero-shot,llama3_1_8b,0.405854,0.122513
1239,NetLogo_Matrix-Extension,gha_to_travis,zero-shot,gpt-4o,0.738549,0.345033
1240,NetLogo_Matrix-Extension,gha_to_travis,zero-shot,mistral_7b,0.431433,0.16867
1241,splitio_android-client,travis_to_gha,zero-shot,gemma3_12b,0.475223,0.247035
1242,splitio_android-client,travis_to_gha,zero-shot,llama3_1_8b,0.516444,0.196347
1243,splitio_android-client,travis_to_gha,zero-shot,gpt-4o,0.56466,0.30638
1244,splitio_android-client,travis_to_gha,zero-shot,mistral_7b,0.605201,0.15815
1245,splitio_android-client,gha_to_travis,zero-shot,gemma3_12b,0.048365,0.076139
1246,splitio_android-client,gha_to_travis,zero-shot,llama3_1_8b,0.032337,0.043574
1247,splitio_android-client,gha_to_travis,zero-shot,gpt-4o,0.087407,0.061624
1248,splitio_android-client,gha_to_travis,zero-shot,mistral_7b,0.051586,0.082572
1249,xuxueli_xxl-job,travis_to_gha,zero-shot,gemma3_12b,0.668648,0.451605
1250,xuxueli_xxl-job,travis_to_gha,zero-shot,llama3_1_8b,0.659244,0.392232
1251,xuxueli_xxl-job,travis_to_gha,zero-shot,gpt-4o,0.607893,0.362702
1252,xuxueli_xxl-job,travis_to_gha,zero-shot,mistral_7b,0.707107,0.236763
1253,xuxueli_xxl-job,gha_to_travis,zero-shot,gemma3_12b,0.550334,0.222681
1254,xuxueli_xxl-job,gha_to_travis,zero-shot,llama3_1_8b,0.316228,0.074074
1255,xuxueli_xxl-job,gha_to_travis,zero-shot,gpt-4o,0.47629,0.14058
1256,xuxueli_xxl-job,gha_to_travis,zero-shot,mistral_7b,0.3849,0.05726
1257,future-architect_uroborosql,travis_to_gha,zero-shot,gemma3_12b,0.596548,0.21302
1258,future-architect_uroborosql,travis_to_gha,zero-shot,llama3_1_8b,0.583554,0.179545
1259,future-architect_uroborosql,travis_to_gha,zero-shot,gpt-4o,0.668933,0.25545
1260,future-architect_uroborosql,travis_to_gha,zero-shot,mistral_7b,0.602688,0.219472
1261,future-architect_uroborosql,gha_to_travis,zero-shot,gemma3_12b,0.25036,0.120473
1262,future-architect_uroborosql,gha_to_travis,zero-shot,llama3_1_8b,0.206041,0.088043
1263,future-architect_uroborosql,gha_to_travis,zero-shot,gpt-4o,0.310618,0.164083
1264,future-architect_uroborosql,gha_to_travis,zero-shot,mistral_7b,0.238328,0.09808
1265,pulumi_pulumi-kubernetes,travis_to_gha,zero-shot,gemma3_12b,0.738457,0.086288
1266,pulumi_pulumi-kubernetes,travis_to_gha,zero-shot,llama3_1_8b,0.648595,0.124712
1267,pulumi_pulumi-kubernetes,travis_to_gha,zero-shot,gpt-4o,0.755844,0.107233
1268,pulumi_pulumi-kubernetes,travis_to_gha,zero-shot,mistral_7b,0.79781,0.163073
1269,pulumi_pulumi-kubernetes,gha_to_travis,zero-shot,gemma3_12b,0.259938,0.105487
1270,pulumi_pulumi-kubernetes,gha_to_travis,zero-shot,llama3_1_8b,0.06001,0.032878
1271,pulumi_pulumi-kubernetes,gha_to_travis,zero-shot,gpt-4o,0.407915,0.099084
1272,pulumi_pulumi-kubernetes,gha_to_travis,zero-shot,mistral_7b,0.112201,0.111006
1273,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,zero-shot,gemma3_12b,0.596249,0.382608
1274,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,zero-shot,llama3_1_8b,0.655909,0.342892
1275,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,zero-shot,gpt-4o,0.585366,0.291812
1276,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,zero-shot,mistral_7b,0.552836,0.156874
1277,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,zero-shot,gemma3_12b,0.382235,0.04999
1278,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,zero-shot,llama3_1_8b,0.21398,0.041409
1279,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,zero-shot,gpt-4o,0.388922,0.055902
1280,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,zero-shot,mistral_7b,0.419314,0.152753
