SL,project_name,migration_direction,prompt_mode,model_name,cosine_similarity,crystal_bleu
3198,nutzam_nutzboot,gha_to_travis,few-shot,llama3_1_8b,0.314918,0.156588
3199,nutzam_nutzboot,gha_to_travis,few-shot,gpt-4o,0.435516,0.156381
3200,nutzam_nutzboot,gha_to_travis,few-shot,mistral_7b,0.272434,0.194018
3201,jeremylong_DependencyCheck,travis_to_gha,few-shot,gemma3_12b,0.572846,0.129821
3202,jeremylong_DependencyCheck,travis_to_gha,few-shot,llama3_1_8b,0.615799,0.15149
3203,jeremylong_DependencyCheck,travis_to_gha,few-shot,gpt-4o,0.588963,0.165559
3204,jeremylong_DependencyCheck,travis_to_gha,few-shot,mistral_7b,0.671669,0.160811
3205,jeremylong_DependencyCheck,gha_to_travis,few-shot,gemma3_12b,0.170899,0.065555
3206,jeremylong_DependencyCheck,gha_to_travis,few-shot,llama3_1_8b,0.29079,0.063922
3207,jeremylong_DependencyCheck,gha_to_travis,few-shot,gpt-4o,0.187521,0.10274
3208,jeremylong_DependencyCheck,gha_to_travis,few-shot,mistral_7b,0.07056,0.051151
3209,opencadc_vos,travis_to_gha,few-shot,gemma3_12b,0.519034,0.280685
3210,opencadc_vos,travis_to_gha,few-shot,llama3_1_8b,0.567211,0.333232
3211,opencadc_vos,travis_to_gha,few-shot,gpt-4o,0.475657,0.366227
3212,opencadc_vos,travis_to_gha,few-shot,mistral_7b,0.636802,0.342428
3213,opencadc_vos,gha_to_travis,few-shot,gemma3_12b,0.443071,0.09934
3214,opencadc_vos,gha_to_travis,few-shot,llama3_1_8b,0.430588,0.118818
3215,opencadc_vos,gha_to_travis,few-shot,gpt-4o,0.467707,0.187317
3216,opencadc_vos,gha_to_travis,few-shot,mistral_7b,0.385287,0.074112
3217,airbnb_AirMapView,travis_to_gha,few-shot,gemma3_12b,0.449951,0.1254
3218,airbnb_AirMapView,travis_to_gha,few-shot,llama3_1_8b,0.468129,0.248469
3219,airbnb_AirMapView,travis_to_gha,few-shot,gpt-4o,0.502448,0.153805
3220,airbnb_AirMapView,travis_to_gha,few-shot,mistral_7b,0.490454,0.137314
3221,airbnb_AirMapView,gha_to_travis,few-shot,gemma3_12b,0.379536,0.143777
3222,airbnb_AirMapView,gha_to_travis,few-shot,llama3_1_8b,0.223607,0.145443
3223,airbnb_AirMapView,gha_to_travis,few-shot,gpt-4o,0.3114,0.068735
3224,airbnb_AirMapView,gha_to_travis,few-shot,mistral_7b,0.295122,0.077117
3225,ron190_jsql-injection,travis_to_gha,few-shot,gemma3_12b,0.868451,0.654681
3226,ron190_jsql-injection,travis_to_gha,few-shot,llama3_1_8b,0.922075,0.627161
3227,ron190_jsql-injection,travis_to_gha,few-shot,gpt-4o,0.92365,0.764963
3228,ron190_jsql-injection,travis_to_gha,few-shot,mistral_7b,0.915493,0.64839
3229,ron190_jsql-injection,gha_to_travis,few-shot,gemma3_12b,0.922666,0.595796
3230,ron190_jsql-injection,gha_to_travis,few-shot,llama3_1_8b,0.922784,0.562384
3231,ron190_jsql-injection,gha_to_travis,few-shot,gpt-4o,0.941646,0.565912
3232,ron190_jsql-injection,gha_to_travis,few-shot,mistral_7b,0.91496,0.674206
3233,vlingo_xoom-turbo,travis_to_gha,few-shot,gemma3_12b,0.72589,0.355798
3234,vlingo_xoom-turbo,travis_to_gha,few-shot,llama3_1_8b,0.522667,0.222458
3235,vlingo_xoom-turbo,travis_to_gha,few-shot,gpt-4o,0.721311,0.377771
3236,vlingo_xoom-turbo,travis_to_gha,few-shot,mistral_7b,0.73231,0.318772
3237,vlingo_xoom-turbo,gha_to_travis,few-shot,gemma3_12b,0.451486,0.225538
3238,vlingo_xoom-turbo,gha_to_travis,few-shot,llama3_1_8b,0.376595,0.11527
3239,vlingo_xoom-turbo,gha_to_travis,few-shot,gpt-4o,0.54697,0.252879
3240,vlingo_xoom-turbo,gha_to_travis,few-shot,mistral_7b,0.274675,0.074093
3241,NetLogo_Matrix-Extension,travis_to_gha,few-shot,gemma3_12b,0.572159,0.184793
3242,NetLogo_Matrix-Extension,travis_to_gha,few-shot,llama3_1_8b,0.607578,0.263678
3243,NetLogo_Matrix-Extension,travis_to_gha,few-shot,gpt-4o,0.576038,0.256235
3244,NetLogo_Matrix-Extension,travis_to_gha,few-shot,mistral_7b,0.504764,0.135896
3245,NetLogo_Matrix-Extension,gha_to_travis,few-shot,gemma3_12b,0.478571,0.113961
3246,NetLogo_Matrix-Extension,gha_to_travis,few-shot,llama3_1_8b,0.545545,0.360041
3247,NetLogo_Matrix-Extension,gha_to_travis,few-shot,gpt-4o,0.49191,0.191653
3248,NetLogo_Matrix-Extension,gha_to_travis,few-shot,mistral_7b,0.464207,0.070225
3249,splitio_android-client,travis_to_gha,few-shot,gemma3_12b,0.484144,0.266099
3250,splitio_android-client,travis_to_gha,few-shot,llama3_1_8b,0.637212,0.294967
3251,splitio_android-client,travis_to_gha,few-shot,gpt-4o,0.536212,0.303239
3252,splitio_android-client,travis_to_gha,few-shot,mistral_7b,0.614814,0.228613
3253,splitio_android-client,gha_to_travis,few-shot,gemma3_12b,0.035612,0.04264
3254,splitio_android-client,gha_to_travis,few-shot,llama3_1_8b,0.050669,0.065465
3255,splitio_android-client,gha_to_travis,few-shot,gpt-4o,0.126051,0.104583
3256,splitio_android-client,gha_to_travis,few-shot,mistral_7b,0.051869,0.063036
3257,xuxueli_xxl-job,travis_to_gha,few-shot,gemma3_12b,0.63084,0.421745
3258,xuxueli_xxl-job,travis_to_gha,few-shot,llama3_1_8b,0.643606,0.461461
3259,xuxueli_xxl-job,travis_to_gha,few-shot,gpt-4o,0.609732,0.471405
3260,xuxueli_xxl-job,travis_to_gha,few-shot,mistral_7b,0.672022,0.217051
3261,xuxueli_xxl-job,gha_to_travis,few-shot,gemma3_12b,0.653275,0.408248
3262,xuxueli_xxl-job,gha_to_travis,few-shot,llama3_1_8b,0.342997,0.108148
3263,xuxueli_xxl-job,gha_to_travis,few-shot,gpt-4o,0.589768,0.408248
3264,xuxueli_xxl-job,gha_to_travis,few-shot,mistral_7b,0.377426,0.099621
3265,future-architect_uroborosql,travis_to_gha,few-shot,gemma3_12b,0.63539,0.168033
3266,future-architect_uroborosql,travis_to_gha,few-shot,llama3_1_8b,0.612447,0.220677
3267,future-architect_uroborosql,travis_to_gha,few-shot,gpt-4o,0.59867,0.248371
3268,future-architect_uroborosql,travis_to_gha,few-shot,mistral_7b,0.612772,0.233828
3269,future-architect_uroborosql,gha_to_travis,few-shot,gemma3_12b,0.366463,0.189631
3270,future-architect_uroborosql,gha_to_travis,few-shot,llama3_1_8b,0.300942,0.133836
3271,future-architect_uroborosql,gha_to_travis,few-shot,gpt-4o,0.193069,0.17562
3272,future-architect_uroborosql,gha_to_travis,few-shot,mistral_7b,0.310811,0.153112
3273,pulumi_pulumi-kubernetes,travis_to_gha,few-shot,gemma3_12b,0.710707,0.096186
3274,pulumi_pulumi-kubernetes,travis_to_gha,few-shot,llama3_1_8b,0.684494,0.127363
3275,pulumi_pulumi-kubernetes,travis_to_gha,few-shot,gpt-4o,0.735157,0.109741
3276,pulumi_pulumi-kubernetes,travis_to_gha,few-shot,mistral_7b,0.772091,0.166965
3277,pulumi_pulumi-kubernetes,gha_to_travis,few-shot,gemma3_12b,0.231025,0.096743
3278,pulumi_pulumi-kubernetes,gha_to_travis,few-shot,llama3_1_8b,0.197754,0.102845
3279,pulumi_pulumi-kubernetes,gha_to_travis,few-shot,gpt-4o,0.322106,0.10911
3280,pulumi_pulumi-kubernetes,gha_to_travis,few-shot,mistral_7b,0.061562,0.010681
3281,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,few-shot,gemma3_12b,0.596249,0.382608
3282,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,few-shot,llama3_1_8b,0.622749,0.373601
3283,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,few-shot,gpt-4o,0.568211,0.352568
3284,riboseinc_aws-codecommit-trigger-plugin,travis_to_gha,few-shot,mistral_7b,0.573093,0.214915
3285,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,few-shot,gemma3_12b,0.327327,0.094304
3286,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,few-shot,llama3_1_8b,0.385758,0.117647
3287,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,few-shot,gpt-4o,0.411476,0.132453
3288,riboseinc_aws-codecommit-trigger-plugin,gha_to_travis,few-shot,mistral_7b,0.545545,0.309008
3289,JanusGraph_janusgraph-foundationdb,travis_to_gha,few-shot,gemma3_12b,0.599878,0.301223
3290,JanusGraph_janusgraph-foundationdb,travis_to_gha,few-shot,llama3_1_8b,0.514667,0.287284
3291,JanusGraph_janusgraph-foundationdb,travis_to_gha,few-shot,gpt-4o,0.635094,0.324199
3292,JanusGraph_janusgraph-foundationdb,travis_to_gha,few-shot,mistral_7b,0.497118,0.346835
3293,JanusGraph_janusgraph-foundationdb,gha_to_travis,few-shot,gemma3_12b,0.344217,0.421
3294,JanusGraph_janusgraph-foundationdb,gha_to_travis,few-shot,llama3_1_8b,0.369033,0.399017
3295,JanusGraph_janusgraph-foundationdb,gha_to_travis,few-shot,gpt-4o,0.532957,0.490717
3296,JanusGraph_janusgraph-foundationdb,gha_to_travis,few-shot,mistral_7b,0.31986,0.220849
3297,Erigitic_TotalEconomy,travis_to_gha,few-shot,gemma3_12b,0.654477,0.314801
3298,Erigitic_TotalEconomy,travis_to_gha,few-shot,llama3_1_8b,0.722804,0.248962
3299,Erigitic_TotalEconomy,travis_to_gha,few-shot,gpt-4o,0.810255,0.480942
3300,Erigitic_TotalEconomy,travis_to_gha,few-shot,mistral_7b,0.618249,0.415007
3301,Erigitic_TotalEconomy,gha_to_travis,few-shot,gemma3_12b,0.516047,0.176777
3302,Erigitic_TotalEconomy,gha_to_travis,few-shot,llama3_1_8b,0.116248,0.025286
3303,Erigitic_TotalEconomy,gha_to_travis,few-shot,gpt-4o,0.625,0.2
3304,Erigitic_TotalEconomy,gha_to_travis,few-shot,mistral_7b,0.5547,0.099979
3305,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,gemma3_12b,0.741549,0.344602
3306,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,llama3_1_8b,0.923824,0.447425
3307,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,gpt-4o,0.988598,0.56821
3308,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,mistral_7b,0.60182,0.318082
3309,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,gemma3_12b,0.516047,0.202031
3310,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,llama3_1_8b,0.181902,0.1
3311,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,gpt-4o,0.648886,0.305505
3312,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,mistral_7b,0.636396,0.112585
3313,httptoolkit_httptoolkit-android,travis_to_gha,few-shot,gemma3_12b,0.7048,0.273679
3314,httptoolkit_httptoolkit-android,travis_to_gha,few-shot,llama3_1_8b,0.534323,0.228163
3315,httptoolkit_httptoolkit-android,travis_to_gha,few-shot,gpt-4o,0.693394,0.355469
3316,httptoolkit_httptoolkit-android,travis_to_gha,few-shot,mistral_7b,0.709718,0.272872
3317,httptoolkit_httptoolkit-android,gha_to_travis,few-shot,gemma3_12b,0.110217,0.046372
3318,httptoolkit_httptoolkit-android,gha_to_travis,few-shot,llama3_1_8b,0.211343,0.153688
3319,httptoolkit_httptoolkit-android,gha_to_travis,few-shot,gpt-4o,0.247076,0.230365
3320,httptoolkit_httptoolkit-android,gha_to_travis,few-shot,mistral_7b,0.169882,0.206805
3321,jonashackt_traefik-cache-nginx-spring-boot,travis_to_gha,few-shot,gemma3_12b,0.612452,0.493007
3322,jonashackt_traefik-cache-nginx-spring-boot,travis_to_gha,few-shot,llama3_1_8b,0.707992,0.482756
3323,jonashackt_traefik-cache-nginx-spring-boot,travis_to_gha,few-shot,gpt-4o,0.622093,0.582684
3324,jonashackt_traefik-cache-nginx-spring-boot,travis_to_gha,few-shot,mistral_7b,0.728291,0.28686
3325,jonashackt_traefik-cache-nginx-spring-boot,gha_to_travis,few-shot,gemma3_12b,0.297044,0.136083
3326,jonashackt_traefik-cache-nginx-spring-boot,gha_to_travis,few-shot,llama3_1_8b,0.246183,0.111803
3327,jonashackt_traefik-cache-nginx-spring-boot,gha_to_travis,few-shot,gpt-4o,0.396297,0.084395
3328,jonashackt_traefik-cache-nginx-spring-boot,gha_to_travis,few-shot,mistral_7b,0.452267,0.105263
3329,apache_calcite,travis_to_gha,few-shot,gemma3_12b,0.524506,0.185232
3330,apache_calcite,travis_to_gha,few-shot,llama3_1_8b,0.519207,0.205227
3331,apache_calcite,travis_to_gha,few-shot,gpt-4o,0.561202,0.230385
3332,apache_calcite,travis_to_gha,few-shot,mistral_7b,0.599807,0.191299
3333,apache_calcite,gha_to_travis,few-shot,gemma3_12b,0.237536,0.081081
3334,apache_calcite,gha_to_travis,few-shot,llama3_1_8b,0.252386,0.164365
3335,apache_calcite,gha_to_travis,few-shot,gpt-4o,0.265614,0.094457
3336,apache_calcite,gha_to_travis,few-shot,mistral_7b,0.406268,0.158509
3337,albertus82_cyclesmod,travis_to_gha,few-shot,gemma3_12b,0.598291,0.276064
3338,albertus82_cyclesmod,travis_to_gha,few-shot,llama3_1_8b,0.537778,0.271799
3339,albertus82_cyclesmod,travis_to_gha,few-shot,gpt-4o,0.619921,0.356857
3340,albertus82_cyclesmod,travis_to_gha,few-shot,mistral_7b,0.608003,0.254558
3341,albertus82_cyclesmod,gha_to_travis,few-shot,gemma3_12b,0.215178,0.081339
3342,albertus82_cyclesmod,gha_to_travis,few-shot,llama3_1_8b,0.321508,0.157903
3343,albertus82_cyclesmod,gha_to_travis,few-shot,gpt-4o,0.579921,0.182851
3344,albertus82_cyclesmod,gha_to_travis,few-shot,mistral_7b,0.319097,0.111143
3345,vert-x3_vertx-starter,travis_to_gha,few-shot,gemma3_12b,0.492315,0.125877
3346,vert-x3_vertx-starter,travis_to_gha,few-shot,llama3_1_8b,0.557175,0.304135
3347,vert-x3_vertx-starter,travis_to_gha,few-shot,gpt-4o,0.602151,0.302085
3348,vert-x3_vertx-starter,travis_to_gha,few-shot,mistral_7b,0.558893,0.207341
3349,vert-x3_vertx-starter,gha_to_travis,few-shot,gemma3_12b,0.334855,0.116995
3350,vert-x3_vertx-starter,gha_to_travis,few-shot,llama3_1_8b,0.229416,0.054002
3351,vert-x3_vertx-starter,gha_to_travis,few-shot,gpt-4o,0.553372,0.181161
3352,vert-x3_vertx-starter,gha_to_travis,few-shot,mistral_7b,0.354686,0.120224
3353,dhatim_safesql,travis_to_gha,few-shot,gemma3_12b,0.623373,0.272687
3354,dhatim_safesql,travis_to_gha,few-shot,llama3_1_8b,0.693093,0.227955
3355,dhatim_safesql,travis_to_gha,few-shot,gpt-4o,0.659464,0.319824
3356,dhatim_safesql,travis_to_gha,few-shot,mistral_7b,0.447983,0.112819
3357,dhatim_safesql,gha_to_travis,few-shot,gemma3_12b,0.481647,0.200133
3358,dhatim_safesql,gha_to_travis,few-shot,llama3_1_8b,0.251791,0.101598
3359,dhatim_safesql,gha_to_travis,few-shot,gpt-4o,0.419437,0.167885
3360,dhatim_safesql,gha_to_travis,few-shot,mistral_7b,0.164405,0.057354
3361,sofastack_sofa-bolt,travis_to_gha,few-shot,gemma3_12b,0.637163,0.175995
3362,sofastack_sofa-bolt,travis_to_gha,few-shot,llama3_1_8b,0.615214,0.175497
3363,sofastack_sofa-bolt,travis_to_gha,few-shot,gpt-4o,0.666656,0.197439
3364,sofastack_sofa-bolt,travis_to_gha,few-shot,mistral_7b,0.648344,0.195534
3365,sofastack_sofa-bolt,gha_to_travis,few-shot,gemma3_12b,0.164503,0.152143
3366,sofastack_sofa-bolt,gha_to_travis,few-shot,llama3_1_8b,0.258904,0.066639
3367,sofastack_sofa-bolt,gha_to_travis,few-shot,gpt-4o,0.271143,0.157759
3368,sofastack_sofa-bolt,gha_to_travis,few-shot,mistral_7b,0.366813,0.136091
3369,otavanopisto_muikku,travis_to_gha,few-shot,gemma3_12b,0.611636,0.229799
3370,otavanopisto_muikku,travis_to_gha,few-shot,llama3_1_8b,0.653045,0.276038
3371,otavanopisto_muikku,travis_to_gha,few-shot,gpt-4o,0.692923,0.290449
3372,otavanopisto_muikku,travis_to_gha,few-shot,mistral_7b,0.692923,0.271409
3373,otavanopisto_muikku,gha_to_travis,few-shot,gemma3_12b,0.249366,0.027522
3374,otavanopisto_muikku,gha_to_travis,few-shot,llama3_1_8b,0.220292,0.028443
3375,otavanopisto_muikku,gha_to_travis,few-shot,gpt-4o,0.213673,0.043293
3376,otavanopisto_muikku,gha_to_travis,few-shot,mistral_7b,0.144482,0.018349
3377,apache_maven-surefire,travis_to_gha,few-shot,gemma3_12b,0.734388,0.603692
3378,apache_maven-surefire,travis_to_gha,few-shot,llama3_1_8b,0.702901,0.446505
3379,apache_maven-surefire,travis_to_gha,few-shot,gpt-4o,0.674142,0.545545
3380,apache_maven-surefire,travis_to_gha,few-shot,mistral_7b,0.575244,0.227909
3381,apache_maven-surefire,gha_to_travis,few-shot,gemma3_12b,0.292714,0.039931
3382,apache_maven-surefire,gha_to_travis,few-shot,llama3_1_8b,0.598837,0.211289
3383,apache_maven-surefire,gha_to_travis,few-shot,gpt-4o,0.409673,0.142663
3384,apache_maven-surefire,gha_to_travis,few-shot,mistral_7b,0.291291,0.055678
3385,Pi4J_pi4j-v2,travis_to_gha,few-shot,gemma3_12b,0.79618,0.574662
3386,Pi4J_pi4j-v2,travis_to_gha,few-shot,llama3_1_8b,0.738549,0.612301
3387,Pi4J_pi4j-v2,travis_to_gha,few-shot,gpt-4o,0.819705,0.623124
3388,Pi4J_pi4j-v2,travis_to_gha,few-shot,mistral_7b,0.718886,0.613853
3389,Pi4J_pi4j-v2,gha_to_travis,few-shot,gemma3_12b,0.870307,0.562483
3390,Pi4J_pi4j-v2,gha_to_travis,few-shot,llama3_1_8b,0.736235,0.640424
3391,Pi4J_pi4j-v2,gha_to_travis,few-shot,gpt-4o,0.855186,0.727188
3392,Pi4J_pi4j-v2,gha_to_travis,few-shot,mistral_7b,0.710742,0.503077
3393,wte4j_wte4j,travis_to_gha,few-shot,gemma3_12b,0.645512,0.320362
3394,wte4j_wte4j,travis_to_gha,few-shot,llama3_1_8b,0.68183,0.36547
3395,wte4j_wte4j,travis_to_gha,few-shot,gpt-4o,0.697213,0.360363
3396,wte4j_wte4j,travis_to_gha,few-shot,mistral_7b,0.597999,0.218201
3397,wte4j_wte4j,gha_to_travis,few-shot,gemma3_12b,0.13762,0.020705
3398,wte4j_wte4j,gha_to_travis,few-shot,llama3_1_8b,0.139686,0.103142
3399,wte4j_wte4j,gha_to_travis,few-shot,gpt-4o,0.186339,0.053255
3400,wte4j_wte4j,gha_to_travis,few-shot,mistral_7b,0.120605,0.098773
3401,jpmml_jpmml-evaluator,travis_to_gha,few-shot,gemma3_12b,0.353377,0.305627
3402,jpmml_jpmml-evaluator,travis_to_gha,few-shot,llama3_1_8b,0.494688,0.352782
3403,jpmml_jpmml-evaluator,travis_to_gha,few-shot,gpt-4o,0.658439,0.420109
3404,jpmml_jpmml-evaluator,travis_to_gha,few-shot,mistral_7b,0.468505,0.361129
3405,jpmml_jpmml-evaluator,gha_to_travis,few-shot,gemma3_12b,0.213201,0.104447
3406,jpmml_jpmml-evaluator,gha_to_travis,few-shot,llama3_1_8b,0.3175,0.057505
3407,jpmml_jpmml-evaluator,gha_to_travis,few-shot,gpt-4o,0.442326,0.095173
3408,jpmml_jpmml-evaluator,gha_to_travis,few-shot,mistral_7b,0.100111,0.002098
3409,junit-team_junit5,travis_to_gha,few-shot,gemma3_12b,0.694549,0.364669
3410,junit-team_junit5,travis_to_gha,few-shot,llama3_1_8b,0.7013,0.395395
3411,junit-team_junit5,travis_to_gha,few-shot,gpt-4o,0.801794,0.445405
3412,junit-team_junit5,travis_to_gha,few-shot,mistral_7b,0.676208,0.338448
3413,junit-team_junit5,gha_to_travis,few-shot,gemma3_12b,0.525684,0.259309
3414,junit-team_junit5,gha_to_travis,few-shot,llama3_1_8b,0.554618,0.215768
3415,junit-team_junit5,gha_to_travis,few-shot,gpt-4o,0.582448,0.281457
3416,junit-team_junit5,gha_to_travis,few-shot,mistral_7b,0.553466,0.322131
3417,EBIvariation_eva-pipeline,travis_to_gha,few-shot,gemma3_12b,0.605158,0.346144
3418,EBIvariation_eva-pipeline,travis_to_gha,few-shot,llama3_1_8b,0.654291,0.364533
3419,EBIvariation_eva-pipeline,travis_to_gha,few-shot,gpt-4o,0.547401,0.301274
3420,EBIvariation_eva-pipeline,travis_to_gha,few-shot,mistral_7b,0.774476,0.431025
3421,EBIvariation_eva-pipeline,gha_to_travis,few-shot,gemma3_12b,0.625518,0.685605
3422,EBIvariation_eva-pipeline,gha_to_travis,few-shot,llama3_1_8b,0.448611,0.591847
3423,EBIvariation_eva-pipeline,gha_to_travis,few-shot,gpt-4o,0.787726,0.792181
3424,EBIvariation_eva-pipeline,gha_to_travis,few-shot,mistral_7b,0.437772,0.318758
3425,imglib_imglib2-tutorials,travis_to_gha,few-shot,gemma3_12b,0.783942,0.371231
3426,imglib_imglib2-tutorials,travis_to_gha,few-shot,llama3_1_8b,0.651251,0.368826
3427,imglib_imglib2-tutorials,travis_to_gha,few-shot,gpt-4o,0.781611,0.362611
3428,imglib_imglib2-tutorials,travis_to_gha,few-shot,mistral_7b,0.69761,0.238688
3429,imglib_imglib2-tutorials,gha_to_travis,few-shot,gemma3_12b,0.174371,0.10679
3430,imglib_imglib2-tutorials,gha_to_travis,few-shot,llama3_1_8b,0.27904,0.150595
3431,imglib_imglib2-tutorials,gha_to_travis,few-shot,gpt-4o,0.301726,0.114976
3432,imglib_imglib2-tutorials,gha_to_travis,few-shot,mistral_7b,0.26669,0.121636
3433,msmobility_silo,travis_to_gha,few-shot,gemma3_12b,0.619427,0.508874
3434,msmobility_silo,travis_to_gha,few-shot,llama3_1_8b,0.607547,0.471686
3435,msmobility_silo,travis_to_gha,few-shot,gpt-4o,0.590422,0.478407
3436,msmobility_silo,travis_to_gha,few-shot,mistral_7b,0.776882,0.331741
3437,msmobility_silo,gha_to_travis,few-shot,gemma3_12b,0.529641,0.118783
3438,msmobility_silo,gha_to_travis,few-shot,llama3_1_8b,0.547723,0.430405
3439,msmobility_silo,gha_to_travis,few-shot,gpt-4o,0.563602,0.408655
3440,msmobility_silo,gha_to_travis,few-shot,mistral_7b,0.594267,0.368081
3441,tsjensen_sercoll,travis_to_gha,few-shot,gemma3_12b,0.547103,0.261902
3442,tsjensen_sercoll,travis_to_gha,few-shot,llama3_1_8b,0.491569,0.210321
3443,tsjensen_sercoll,travis_to_gha,few-shot,gpt-4o,0.495577,0.204236
3444,tsjensen_sercoll,travis_to_gha,few-shot,mistral_7b,0.320079,0.169626
3445,tsjensen_sercoll,gha_to_travis,few-shot,gemma3_12b,0.155813,0.153188
3446,tsjensen_sercoll,gha_to_travis,few-shot,llama3_1_8b,0.092892,0.127579
3447,tsjensen_sercoll,gha_to_travis,few-shot,gpt-4o,0.056821,0.131653
3448,tsjensen_sercoll,gha_to_travis,few-shot,mistral_7b,0.149533,0.119609
3449,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,gemma3_12b,0.646514,0.169616
3450,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,llama3_1_8b,0.623081,0.261532
3451,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,gpt-4o,0.615341,0.323458
3452,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,mistral_7b,0.693763,0.269377
3453,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,gemma3_12b,0.354988,0.190479
3454,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,llama3_1_8b,0.605698,0.410289
3455,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,gpt-4o,0.438262,0.105042
3456,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,mistral_7b,0.309208,0.063514
3457,billthefarmer_currency,travis_to_gha,few-shot,gemma3_12b,0.579465,0.219355
3458,billthefarmer_currency,travis_to_gha,few-shot,llama3_1_8b,0.671329,0.303785
3459,billthefarmer_currency,travis_to_gha,few-shot,gpt-4o,0.633646,0.270057
3460,billthefarmer_currency,travis_to_gha,few-shot,mistral_7b,0.510481,0.188063
3461,billthefarmer_currency,gha_to_travis,few-shot,gemma3_12b,0.222058,0.075378
3462,billthefarmer_currency,gha_to_travis,few-shot,llama3_1_8b,0.283069,0.106904
3463,billthefarmer_currency,gha_to_travis,few-shot,gpt-4o,0.438529,0.117046
3464,billthefarmer_currency,gha_to_travis,few-shot,mistral_7b,0.145671,0.021775
3465,OpenLiberty_ci.maven,travis_to_gha,few-shot,gemma3_12b,0.688676,0.055915
3466,OpenLiberty_ci.maven,travis_to_gha,few-shot,llama3_1_8b,0.787618,0.064227
3467,OpenLiberty_ci.maven,travis_to_gha,few-shot,gpt-4o,0.760241,0.115617
3468,OpenLiberty_ci.maven,travis_to_gha,few-shot,mistral_7b,0.74525,0.082499
3469,OpenLiberty_ci.maven,gha_to_travis,few-shot,gemma3_12b,0.219208,0.323209
3470,OpenLiberty_ci.maven,gha_to_travis,few-shot,llama3_1_8b,0.169759,0.145689
3471,OpenLiberty_ci.maven,gha_to_travis,few-shot,gpt-4o,0.362514,0.255594
3472,OpenLiberty_ci.maven,gha_to_travis,few-shot,mistral_7b,0.288237,0.318919
3473,redisson_redisson,travis_to_gha,few-shot,gemma3_12b,0.52048,0.231262
3474,redisson_redisson,travis_to_gha,few-shot,llama3_1_8b,0.566947,0.367128
3475,redisson_redisson,travis_to_gha,few-shot,gpt-4o,0.579066,0.359935
3476,redisson_redisson,travis_to_gha,few-shot,mistral_7b,0.59804,0.189154
3477,redisson_redisson,gha_to_travis,few-shot,gemma3_12b,0.392046,0.148454
3478,redisson_redisson,gha_to_travis,few-shot,llama3_1_8b,0.411765,0.278336
3479,redisson_redisson,gha_to_travis,few-shot,gpt-4o,0.303433,0.129099
3480,redisson_redisson,gha_to_travis,few-shot,mistral_7b,0.266776,0.048494
3481,nsoft_jesterj,travis_to_gha,few-shot,gemma3_12b,0.566141,0.343127
3482,nsoft_jesterj,travis_to_gha,few-shot,llama3_1_8b,0.685524,0.332774
3483,nsoft_jesterj,travis_to_gha,few-shot,gpt-4o,0.611074,0.426814
3484,nsoft_jesterj,travis_to_gha,few-shot,mistral_7b,0.450935,0.197468
3485,nsoft_jesterj,gha_to_travis,few-shot,gemma3_12b,0.311872,0.021261
3486,nsoft_jesterj,gha_to_travis,few-shot,llama3_1_8b,0.446619,0.356935
3487,nsoft_jesterj,gha_to_travis,few-shot,gpt-4o,0.301174,0.04594
3488,nsoft_jesterj,gha_to_travis,few-shot,mistral_7b,0.183387,0.065296
3489,renyuneyun_Easer,travis_to_gha,few-shot,gemma3_12b,0.527841,0.219381
3490,renyuneyun_Easer,travis_to_gha,few-shot,llama3_1_8b,0.614894,0.296209
3491,renyuneyun_Easer,travis_to_gha,few-shot,gpt-4o,0.564535,0.301864
3492,renyuneyun_Easer,travis_to_gha,few-shot,mistral_7b,0.48584,0.2138
3493,renyuneyun_Easer,gha_to_travis,few-shot,gemma3_12b,0.171981,0.019186
3494,renyuneyun_Easer,gha_to_travis,few-shot,llama3_1_8b,0.213045,0.125848
3495,renyuneyun_Easer,gha_to_travis,few-shot,gpt-4o,0.122369,0.078512
3496,renyuneyun_Easer,gha_to_travis,few-shot,mistral_7b,0.138981,0.061135
